,number,timestamp,keep
122,107.0,1720165880209597497,True
123,,1720165880236444672,False
124,,1720165880269778176,False
125,,1720165880310028967,False
126,,1720165880336444928,False
127,,1720165880369798912,False
128,,1720165880410306141,False
129,,1720165880436465408,False
130,,1720165880469798912,False
131,,1720165880510718921,False
132,,1720165880536444160,False
133,,1720165880569777664,False
134,,1720165880611099405,False
135,,1720165880636459264,False
136,,1720165880669792512,False
137,,1720165880711316251,False
138,,1720165880736451584,False
139,,1720165880769784576,False
140,,1720165880811507192,False
141,,1720165880836413696,False
142,,1720165880869747200,False
143,,1720165880911680734,False
144,,1720165880936477696,False
145,,1720165880969811200,False
146,,1720165881011956578,False
147,,1720165881036477952,False
148,,1720165881069767168,False
149,,1720165881112335287,False
150,,1720165881136433920,False
151,108.0,1720165881169767424,True
152,,1720165881212632587,False
153,,1720165881236459520,False
154,,1720165881269792768,False
155,,1720165881312910900,False
156,,1720165881336435456,False
157,109.0,1720165881369768704,True
158,,1720165881413138055,False
159,110.0,1720165881436398592,True
160,111.0,1720165881469731584,True
161,112.0,1720165881513403519,True
162,,1720165881536398592,False
163,113.0,1720165881569789696,True
164,114.0,1720165881613580598,True
165,115.0,1720165881636456192,True
166,116.0,1720165881669789696,True
167,117.0,1720165881713873958,True
168,118.0,1720165881736428800,True
169,119.0,1720165881769762304,True
170,120.0,1720165881814115452,True
171,121.0,1720165881836445440,True
172,122.0,1720165881869778944,True
173,123.0,1720165881914297044,True
174,124.0,1720165881936445440,True
175,125.0,1720165881969771264,True
176,,1720165881999771264,False
177,126.0,1720165882030893861,True
178,127.0,1720165882036437760,True
179,,1720165882066437760,False
180,128.0,1720165882103075584,True
181,129.0,1720165882131740873,True
182,,1720165882136409088,False
183,,1720165882169742336,False
184,,1720165882203134208,False
185,,1720165882232247968,False
186,,1720165882269800704,False
187,,1720165882303133952,False
188,,1720165882332533899,False
189,,1720165882369765888,False
190,,1720165882403098880,False
191,130.0,1720165882432863736,True
192,,1720165882469734912,False
193,,1720165882503067904,False
194,131.0,1720165882533258909,True
195,132.0,1720165882569767936,True
196,133.0,1720165882603101184,True
197,,1720165882633501102,False
198,,1720165882669753856,False
199,134.0,1720165882703087360,True
200,135.0,1720165882733748185,True
201,136.0,1720165882769753856,True
202,137.0,1720165882803084800,True
203,138.0,1720165882833974567,True
204,139.0,1720165882869751296,True
205,140.0,1720165882903084800,True
206,141.0,1720165882934307766,True
207,142.0,1720165882969785600,True
208,143.0,1720165883003118848,True
209,144.0,1720165883034564734,True
210,145.0,1720165883069753600,True
211,,1720165883103087104,False
212,146.0,1720165883134907994,True
213,147.0,1720165883169771264,True
214,148.0,1720165883203104512,True
215,149.0,1720165883235134612,True
216,150.0,1720165883269778176,True
217,151.0,1720165883303111680,True
218,152.0,1720165883335475413,True
219,153.0,1720165883369782272,True
220,154.0,1720165883403115776,True
221,155.0,1720165883435987515,True
222,,1720165883469782016,False
223,156.0,1720165883503065088,True
224,157.0,1720165883538090624,True
225,158.0,1720165883569731840,True
226,159.0,1720165883603065088,True
227,160.0,1720165883638298968,True
228,161.0,1720165883669769216,True
229,162.0,1720165883703102720,True
230,163.0,1720165883738505845,True
231,164.0,1720165883769753856,True
232,165.0,1720165883803087360,True
233,166.0,1720165883838806739,True
234,167.0,1720165883869730560,True
235,168.0,1720165883903063808,True
236,169.0,1720165883938984847,True
237,170.0,1720165883969771008,True
238,171.0,1720165884003104256,True
239,,1720165884039179879,False
240,,1720165884069761792,False
241,,1720165884103095040,False
242,,1720165884139380942,False
243,172.0,1720165884169761792,True
244,173.0,1720165884203096576,True
245,174.0,1720165884239598192,True
246,175.0,1720165884269763584,True
247,176.0,1720165884303102720,True
248,177.0,1720165884339961287,True
249,178.0,1720165884369769472,True
250,179.0,1720165884403057152,True
251,180.0,1720165884440235423,True
252,181.0,1720165884469723904,True
253,182.0,1720165884503057152,True
254,183.0,1720165884540837819,True
255,184.0,1720165884569765888,True
256,185.0,1720165884603099136,True
257,186.0,1720165884641056771,True
258,187.0,1720165884669752064,True
259,188.0,1720165884703085312,True
260,189.0,1720165884741209352,True
261,190.0,1720165884769749760,True
262,191.0,1720165884803083264,True
263,192.0,1720165884841364388,True
264,193.0,1720165884869749504,True
265,194.0,1720165884903074048,True
266,195.0,1720165884941535636,True
267,196.0,1720165884969740800,True
268,197.0,1720165885003074304,True
269,198.0,1720165885041746696,True
270,199.0,1720165885069725440,True
271,200.0,1720165885103058688,True
272,201.0,1720165885142097139,True
273,202.0,1720165885169733376,True
274,203.0,1720165885203066880,True
275,204.0,1720165885242411857,True
276,205.0,1720165885269733632,True
277,206.0,1720165885303032320,True
278,207.0,1720165885342635710,True
279,208.0,1720165885369699072,True
280,209.0,1720165885403032064,True
281,210.0,1720165885442805975,True
282,211.0,1720165885469718784,True
283,212.0,1720165885503052288,True
284,213.0,1720165885543012025,True
285,214.0,1720165885569727488,True
286,215.0,1720165885603060480,True
287,216.0,1720165885643161013,True
288,217.0,1720165885669735424,True
289,218.0,1720165885703069184,True
290,219.0,1720165885743345688,True
291,220.0,1720165885769713152,True
292,221.0,1720165885803046400,True
293,222.0,1720165885843702188,True
294,223.0,1720165885869713152,True
295,224.0,1720165885903044864,True
296,225.0,1720165885944057725,True
297,226.0,1720165885969711360,True
298,227.0,1720165886003068672,True
299,228.0,1720165886044239421,True
300,229.0,1720165886069735168,True
301,230.0,1720165886103079168,True
302,231.0,1720165886144470078,True
303,232.0,1720165886169745664,True
304,233.0,1720165886203079168,True
305,234.0,1720165886244614702,True
306,235.0,1720165886269739264,True
307,236.0,1720165886303072768,True
308,237.0,1720165886344796688,True
309,238.0,1720165886369694464,True
310,239.0,1720165886403027456,True
311,240.0,1720165886444943399,True
312,241.0,1720165886469740544,True
313,242.0,1720165886503073792,True
314,243.0,1720165886545119646,True
315,244.0,1720165886569740544,True
316,245.0,1720165886603040256,True
317,246.0,1720165886645695707,True
318,247.0,1720165886669706752,True
319,248.0,1720165886703040256,True
320,249.0,1720165886746054616,True
321,250.0,1720165886769707264,True
322,251.0,1720165886803040768,True
323,252.0,1720165886846253789,True
324,253.0,1720165886869711360,True
325,254.0,1720165886903044864,True
326,255.0,1720165886946506569,True
327,256.0,1720165886969704704,True
328,257.0,1720165887003037696,True
329,258.0,1720165887046631558,True
330,259.0,1720165887069679104,True
331,260.0,1720165887103012096,True
332,261.0,1720165887146782446,True
333,262.0,1720165887169741824,True
334,263.0,1720165887203075584,True
335,264.0,1720165887246921018,True
336,265.0,1720165887269742080,True
337,266.0,1720165887303055872,True
338,267.0,1720165887347106561,True
339,268.0,1720165887369722368,True
340,269.0,1720165887403044608,True
341,270.0,1720165887447447954,True
342,271.0,1720165887469711360,True
343,272.0,1720165887503044608,True
344,273.0,1720165887547748298,True
345,274.0,1720165887569717248,True
346,275.0,1720165887603050752,True
347,276.0,1720165887648021906,True
348,277.0,1720165887669683200,True
349,278.0,1720165887703016448,True
350,,1720165887733016448,False
351,279.0,1720165887748386172,True
352,280.0,1720165887769683200,True
353,281.0,1720165887803047680,True
354,282.0,1720165887836380928,True
355,283.0,1720165887848564519,True
356,,1720165887878564519,False
357,284.0,1720165887903056896,True
358,285.0,1720165887936390656,True
359,286.0,1720165887948851251,True
360,,1720165887978851251,False
361,287.0,1720165888003057408,True
362,,1720165888033057408,False
363,288.0,1720165888049050929,True
364,289.0,1720165888069671168,True
365,290.0,1720165888103004928,True
366,,1720165888133004928,False
367,291.0,1720165888149414236,True
368,292.0,1720165888169690880,True
369,293.0,1720165888203024128,True
370,,1720165888233024128,False
371,294.0,1720165888249742686,True
372,295.0,1720165888269689600,True
373,296.0,1720165888303023360,True
374,,1720165888333023360,False
375,297.0,1720165888349939966,True
376,298.0,1720165888369689856,True
377,299.0,1720165888403004672,True
378,,1720165888433004672,False
379,300.0,1720165888450099136,True
380,301.0,1720165888469671424,True
381,302.0,1720165888503012608,True
382,,1720165888533012608,False
383,303.0,1720165888550319791,True
384,304.0,1720165888569679360,True
385,305.0,1720165888603012096,True
386,306.0,1720165888636379392,True
387,307.0,1720165888650488276,True
388,,1720165888680488276,False
389,308.0,1720165888703045888,True
390,,1720165888733045888,False
391,309.0,1720165888750653525,True
392,310.0,1720165888769717504,True
393,311.0,1720165888803050752,True
394,,1720165888833050752,False
395,312.0,1720165888850835058,True
396,313.0,1720165888869717248,True
397,314.0,1720165888903043328,True
398,315.0,1720165888936376576,True
399,316.0,1720165888951190799,True
400,,1720165888981190799,False
401,317.0,1720165889002996480,True
402,318.0,1720165889036329472,True
403,,1720165889051553697,False
404,,1720165889081553697,False
405,319.0,1720165889102996480,True
406,320.0,1720165889136373760,True
407,321.0,1720165889151835159,True
408,,1720165889181835159,False
409,322.0,1720165889203040256,True
410,,1720165889233040256,False
411,323.0,1720165889251999260,True
412,324.0,1720165889269664256,True
413,325.0,1720165889302997760,True
414,326.0,1720165889336331008,True
415,,1720165889369680640,False
416,327.0,1720165889403013888,True
417,328.0,1720165889436346880,True
418,329.0,1720165889452373976,True
419,,1720165889482373976,False
420,,1720165889503044608,False
421,330.0,1720165889536377856,True
422,331.0,1720165889552555118,True
423,,1720165889582555118,False
424,,1720165889603039488,False
425,,1720165889633039488,False
426,332.0,1720165889654806531,True
427,333.0,1720165889669705984,True
428,334.0,1720165889703030784,True
429,,1720165889733030784,False
430,335.0,1720165889755126102,True
431,336.0,1720165889769697536,True
432,337.0,1720165889803030784,True
433,,1720165889833030784,False
434,338.0,1720165889855369684,True
435,339.0,1720165889869625600,True
436,340.0,1720165889902958848,True
437,341.0,1720165889936381696,True
438,342.0,1720165889955703819,True
439,,1720165889985703819,False
440,343.0,1720165890003048192,True
441,344.0,1720165890036381696,True
442,345.0,1720165890055845754,True
443,,1720165890085845754,False
444,346.0,1720165890103007488,True
445,347.0,1720165890136340736,True
446,348.0,1720165890156015854,True
447,,1720165890186015854,False
448,349.0,1720165890203031808,True
449,350.0,1720165890236365568,True
450,351.0,1720165890256186959,True
451,,1720165890286186959,False
452,352.0,1720165890302975488,True
453,353.0,1720165890336308736,True
454,354.0,1720165890356586129,True
455,,1720165890386586129,False
456,355.0,1720165890403029504,True
457,,1720165890433029504,False
458,356.0,1720165890456973595,True
459,357.0,1720165890469696000,True
460,358.0,1720165890502998272,True
461,359.0,1720165890536331776,True
462,360.0,1720165890557179919,True
463,,1720165890587179919,False
464,361.0,1720165890602998016,True
465,362.0,1720165890636370688,True
466,363.0,1720165890657408190,True
467,,1720165890687408190,False
468,364.0,1720165890703037440,True
469,365.0,1720165890736322304,True
470,366.0,1720165890757567445,True
471,,1720165890787567445,False
472,367.0,1720165890802988800,True
473,368.0,1720165890836328960,True
474,369.0,1720165890857744446,True
475,,1720165890887744446,False
476,,1720165890902995456,False
477,370.0,1720165890936328704,True
478,,1720165890957901860,False
479,,1720165890987901860,False
480,371.0,1720165891003004672,True
481,372.0,1720165891036337920,True
482,373.0,1720165891058111657,True
483,374.0,1720165891103002112,True
484,375.0,1720165891136335616,True
485,376.0,1720165891158485068,True
486,377.0,1720165891203015424,True
487,378.0,1720165891236348672,True
488,379.0,1720165891259114897,True
489,380.0,1720165891303014144,True
490,381.0,1720165891336347392,True
491,382.0,1720165891359550397,True
492,383.0,1720165891403005696,True
493,384.0,1720165891436339200,True
494,385.0,1720165891459920795,True
495,,1720165891503005952,False
496,386.0,1720165891536318976,True
497,387.0,1720165891560278826,True
498,388.0,1720165891602985472,True
499,389.0,1720165891636318976,True
500,390.0,1720165891660538040,True
501,391.0,1720165891702953984,True
502,392.0,1720165891736286976,True
503,393.0,1720165891760803524,True
504,394.0,1720165891802985984,True
505,395.0,1720165891836318976,True
506,396.0,1720165891861882333,True
507,397.0,1720165891902954240,True
508,398.0,1720165891936287488,True
509,,1720165891969620992,False
510,399.0,1720165892002986496,True
511,400.0,1720165892036320000,True
512,,1720165892062572769,False
513,401.0,1720165892102986496,True
514,402.0,1720165892136310784,True
515,403.0,1720165892162863184,True
516,404.0,1720165892202977536,True
517,405.0,1720165892236310784,True
518,406.0,1720165892263294520,True
519,407.0,1720165892302997248,True
520,408.0,1720165892336330496,True
521,409.0,1720165892363529247,True
522,410.0,1720165892403002624,True
523,411.0,1720165892436335360,True
524,412.0,1720165892463753551,True
525,413.0,1720165892502978304,True
526,414.0,1720165892536311552,True
527,415.0,1720165892564056316,True
528,416.0,1720165892602978304,True
529,417.0,1720165892636341760,True
530,418.0,1720165892664242062,True
531,419.0,1720165892703008256,True
532,420.0,1720165892736341760,True
533,421.0,1720165892764441974,True
534,422.0,1720165892803004928,True
535,423.0,1720165892836338176,True
536,424.0,1720165892864676355,True
537,425.0,1720165892903024640,True
538,426.0,1720165892936357888,True
539,427.0,1720165892964892838,True
540,428.0,1720165893002964224,True
541,429.0,1720165893036297472,True
542,430.0,1720165893067517071,True
543,431.0,1720165893102963968,True
544,432.0,1720165893136280832,True
545,433.0,1720165893167874659,True
546,434.0,1720165893202947072,True
547,435.0,1720165893236280576,True
548,436.0,1720165893268103463,True
549,437.0,1720165893303000064,True
550,438.0,1720165893336333056,True
551,439.0,1720165893368423227,True
552,440.0,1720165893402973952,True
553,441.0,1720165893436307200,True
554,442.0,1720165893468680895,True
555,443.0,1720165893502973952,True
556,444.0,1720165893536278528,True
557,445.0,1720165893568954901,True
558,446.0,1720165893602945280,True
559,447.0,1720165893636276992,True
560,448.0,1720165893669322236,True
561,449.0,1720165893702982656,True
562,450.0,1720165893736316416,True
563,451.0,1720165893769609580,True
564,452.0,1720165893802990336,True
565,453.0,1720165893836323584,True
566,454.0,1720165893870047952,True
567,455.0,1720165893902994688,True
568,456.0,1720165893936327936,True
569,457.0,1720165893970476305,True
570,458.0,1720165894002994432,True
571,459.0,1720165894036308992,True
572,460.0,1720165894071109816,True
573,461.0,1720165894102975744,True
574,462.0,1720165894136333568,True
575,,1720165894171303692,False
576,463.0,1720165894203000064,True
577,464.0,1720165894236321536,True
578,465.0,1720165894271750001,True
579,466.0,1720165894302988288,True
580,467.0,1720165894336321536,True
581,468.0,1720165894371987401,True
582,469.0,1720165894402991872,True
583,470.0,1720165894436325120,True
584,471.0,1720165894472272850,True
585,472.0,1720165894502986752,True
586,473.0,1720165894536320000,True
587,474.0,1720165894572549894,True
588,475.0,1720165894602973696,True
589,476.0,1720165894636307200,True
590,477.0,1720165894672854874,True
591,478.0,1720165894702974208,True
592,479.0,1720165894736288512,True
593,480.0,1720165894773074249,True
594,481.0,1720165894802955008,True
595,482.0,1720165894836288512,True
596,483.0,1720165894873351440,True
597,484.0,1720165894902984960,True
598,485.0,1720165894936318208,True
599,486.0,1720165894978663652,True
600,487.0,1720165895002984960,True
601,488.0,1720165895036318464,True
602,489.0,1720165895078877462,True
603,490.0,1720165895102979072,True
604,491.0,1720165895136312832,True
605,492.0,1720165895180071428,True
606,493.0,1720165895202984704,True
607,494.0,1720165895236318208,True
608,495.0,1720165895280600339,True
609,496.0,1720165895302970368,True
610,497.0,1720165895336303872,True
611,498.0,1720165895380925077,True
612,499.0,1720165895402952192,True
613,500.0,1720165895436285696,True
614,501.0,1720165895469618944,True
615,,1720165895502952192,False
616,502.0,1720165895536312576,True
617,,1720165895566312576,False
618,503.0,1720165895581320986,True
619,504.0,1720165895602979584,True
620,505.0,1720165895636312576,True
621,,1720165895666312576,False
622,506.0,1720165895681512773,True
623,507.0,1720165895702975488,True
624,508.0,1720165895736308480,True
625,,1720165895766308480,False
626,509.0,1720165895781783235,True
627,510.0,1720165895802953472,True
628,511.0,1720165895836286720,True
629,512.0,1720165895869619712,True
630,,1720165895881973588,False
631,,1720165895911973588,False
632,513.0,1720165895936286464,True
633,,1720165895966286464,False
634,514.0,1720165895982172437,True
635,515.0,1720165896002946816,True
636,516.0,1720165896036280320,True
637,,1720165896066280320,False
638,517.0,1720165896082432541,True
639,518.0,1720165896102977280,True
640,519.0,1720165896136310272,True
641,,1720165896166310272,False
642,520.0,1720165896182604840,True
643,521.0,1720165896202977024,True
644,522.0,1720165896236311808,True
645,,1720165896266311808,False
646,523.0,1720165896282864851,True
647,524.0,1720165896302978304,True
648,525.0,1720165896336311808,True
649,,1720165896366311808,False
650,526.0,1720165896383203283,True
651,527.0,1720165896402955776,True
652,528.0,1720165896436289280,True
653,529.0,1720165896469622528,True
654,,1720165896502943232,False
655,530.0,1720165896536276992,True
656,531.0,1720165896569610240,True
657,532.0,1720165896584166635,True
658,,1720165896614166635,False
659,533.0,1720165896636299520,True
660,534.0,1720165896669632512,True
661,535.0,1720165896684469109,True
662,,1720165896714469109,False
663,536.0,1720165896736245504,True
664,,1720165896766245504,False
665,537.0,1720165896784760926,True
666,538.0,1720165896802911744,True
667,539.0,1720165896836245504,True
668,540.0,1720165896869617152,True
669,541.0,1720165896884985878,True
670,,1720165896914985878,False
671,542.0,1720165896936283648,True
672,,1720165896966283648,False
673,543.0,1720165896985274952,True
674,544.0,1720165897002971392,True
675,545.0,1720165897036304384,True
676,,1720165897066304384,False
677,546.0,1720165897085488938,True
678,547.0,1720165897102950400,True
679,548.0,1720165897136283904,True
680,549.0,1720165897169617152,True
681,550.0,1720165897185757084,True
682,,1720165897215757084,False
683,551.0,1720165897236286208,True
684,,1720165897266286208,False
685,552.0,1720165897286077718,True
686,553.0,1720165897302951936,True
687,554.0,1720165897336286464,True
688,555.0,1720165897369619712,True
689,556.0,1720165897386304879,True
690,,1720165897416304879,False
691,557.0,1720165897436291072,True
692,558.0,1720165897469624320,True
693,559.0,1720165897486593477,True
694,,1720165897516593477,False
695,560.0,1720165897536290816,True
696,561.0,1720165897569603072,True
697,562.0,1720165897586817610,True
698,,1720165897616817610,False
699,563.0,1720165897636269568,True
700,564.0,1720165897669603072,True
701,565.0,1720165897686962561,True
702,,1720165897716962561,False
703,566.0,1720165897736242688,True
704,567.0,1720165897769575936,True
705,,1720165897802909184,False
706,568.0,1720165897836275456,True
707,569.0,1720165897869608704,True
708,570.0,1720165897887310057,True
709,,1720165897917310057,False
710,571.0,1720165897936243456,True
711,,1720165897966243456,False
712,572.0,1720165897987696606,True
713,573.0,1720165898002910208,True
714,574.0,1720165898036243456,True
715,575.0,1720165898069619200,True
716,576.0,1720165898088088784,True
717,,1720165898118088784,False
718,577.0,1720165898136285952,True
719,578.0,1720165898169621760,True
720,579.0,1720165898188296325,True
721,,1720165898218296325,False
722,580.0,1720165898236288512,True
723,581.0,1720165898269584896,True
724,582.0,1720165898288454779,True
725,,1720165898318454779,False
726,583.0,1720165898336251392,True
727,584.0,1720165898369584896,True
728,585.0,1720165898388582630,True
729,,1720165898418582630,False
730,586.0,1720165898436233216,True
731,587.0,1720165898469566720,True
732,588.0,1720165898488697777,True
733,,1720165898518697777,False
734,589.0,1720165898536267264,True
735,590.0,1720165898569600512,True
736,591.0,1720165898588893678,True
737,,1720165898618893678,False
738,592.0,1720165898636261888,True
739,593.0,1720165898669595392,True
740,594.0,1720165898689260132,True
741,,1720165898719260132,False
742,595.0,1720165898736262144,True
743,,1720165898766262144,False
744,596.0,1720165898789597809,True
745,597.0,1720165898802950656,True
746,598.0,1720165898836283648,True
747,599.0,1720165898869596672,True
748,600.0,1720165898889825290,True
749,,1720165898919825290,False
750,601.0,1720165898936263168,True
751,602.0,1720165898969623552,True
752,603.0,1720165898990017710,True
753,,1720165899020017710,False
754,604.0,1720165899036290304,True
755,605.0,1720165899069623552,True
756,606.0,1720165899090182506,True
757,,1720165899120182506,False
758,607.0,1720165899136225280,True
759,608.0,1720165899169558784,True
760,609.0,1720165899190319775,True
761,,1720165899220319775,False
762,610.0,1720165899236269568,True
763,611.0,1720165899269602816,True
764,612.0,1720165899290497171,True
765,,1720165899320497171,False
766,613.0,1720165899336265984,True
767,614.0,1720165899369598976,True
768,615.0,1720165899390700418,True
769,,1720165899420700418,False
770,616.0,1720165899436268544,True
771,617.0,1720165899469602048,True
772,618.0,1720165899490990947,True
773,,1720165899520990947,False
774,619.0,1720165899536268800,True
775,620.0,1720165899569575168,True
776,621.0,1720165899591162426,True
777,,1720165899621162426,False
778,622.0,1720165899636241920,True
779,623.0,1720165899669585408,True
780,624.0,1720165899691429205,True
781,625.0,1720165899736252416,True
782,,1720165899766252416,False
783,626.0,1720165899791592051,True
784,627.0,1720165899802917888,True
785,628.0,1720165899836251392,True
786,629.0,1720165899869584640,True
787,630.0,1720165899891759984,True
788,,1720165899936249600,False
789,631.0,1720165899969582848,True
790,632.0,1720165899991924192,True
791,633.0,1720165900036253696,True
792,634.0,1720165900069587456,True
793,635.0,1720165900092092951,True
794,636.0,1720165900136223488,True
795,637.0,1720165900169557248,True
796,,1720165900192375684,False
797,638.0,1720165900236223488,True
798,639.0,1720165900269573376,True
799,,1720165900302906112,False
800,640.0,1720165900336239872,True
801,,1720165900366239872,False
802,641.0,1720165900393037521,True
803,642.0,1720165900402887680,True
804,643.0,1720165900436221184,True
805,644.0,1720165900469554432,True
806,645.0,1720165900493214480,True
807,646.0,1720165900536200192,True
808,647.0,1720165900569533696,True
809,648.0,1720165900593365986,True
810,649.0,1720165900636200192,True
811,,1720165900666200192,False
812,650.0,1720165900693518733,True
813,651.0,1720165900702921472,True
814,652.0,1720165900736254720,True
815,653.0,1720165900769587968,True
816,654.0,1720165900793680638,True
817,655.0,1720165900836262400,True
818,656.0,1720165900869595904,True
819,657.0,1720165900893866496,True
820,658.0,1720165900936252672,True
821,659.0,1720165900969585920,True
822,660.0,1720165900994247793,True
823,661.0,1720165901036225536,True
824,662.0,1720165901069559040,True
825,663.0,1720165901094607738,True
826,664.0,1720165901136245248,True
827,665.0,1720165901169578496,True
828,666.0,1720165901194852424,True
829,667.0,1720165901236244992,True
830,668.0,1720165901269535232,True
831,669.0,1720165901295048096,True
832,670.0,1720165901336201472,True
833,671.0,1720165901369534976,True
834,672.0,1720165901395201445,True
835,673.0,1720165901436248832,True
836,674.0,1720165901469581824,True
837,675.0,1720165901495338722,True
838,676.0,1720165901536258816,True
839,677.0,1720165901569592576,True
840,678.0,1720165901595494048,True
841,679.0,1720165901636265216,True
842,680.0,1720165901669598720,True
843,681.0,1720165901695690714,True
844,682.0,1720165901736265472,True
845,683.0,1720165901769581824,True
846,684.0,1720165901796129252,True
847,685.0,1720165901836248832,True
848,686.0,1720165901869582080,True
849,687.0,1720165901896426827,True
850,688.0,1720165901936195584,True
851,689.0,1720165901969529344,True
852,690.0,1720165901996654694,True
853,691.0,1720165902036231168,True
854,692.0,1720165902069564416,True
855,693.0,1720165902096781398,True
856,694.0,1720165902136222464,True
857,695.0,1720165902169555968,True
858,696.0,1720165902196919445,True
859,697.0,1720165902236240640,True
860,698.0,1720165902269573632,True
861,699.0,1720165902297057976,True
862,700.0,1720165902336187648,True
863,701.0,1720165902369521152,True
864,702.0,1720165902397229862,True
865,703.0,1720165902436187904,True
866,704.0,1720165902469571072,True
867,705.0,1720165902497566848,True
868,706.0,1720165902536237312,True
869,707.0,1720165902569571072,True
870,708.0,1720165902597864020,True
871,709.0,1720165902636202752,True
872,710.0,1720165902669536256,True
873,711.0,1720165902698066937,True
874,712.0,1720165902736234240,True
875,713.0,1720165902769566976,True
876,714.0,1720165902798263275,True
877,715.0,1720165902836224000,True
878,716.0,1720165902869557504,True
879,717.0,1720165902898426276,True
880,718.0,1720165902936223744,True
881,719.0,1720165902969529600,True
882,720.0,1720165902998593615,True
883,721.0,1720165903036196608,True
884,722.0,1720165903069529600,True
885,723.0,1720165903098755909,True
886,724.0,1720165903136227072,True
887,725.0,1720165903169560576,True
888,726.0,1720165903199491420,True
889,727.0,1720165903236231168,True
890,728.0,1720165903269564416,True
891,729.0,1720165903299832538,True
892,730.0,1720165903336211200,True
893,731.0,1720165903369544448,True
894,732.0,1720165903399978181,True
895,733.0,1720165903436211200,True
896,734.0,1720165903469544960,True
897,735.0,1720165903500195449,True
898,736.0,1720165903536211456,True
899,737.0,1720165903569506560,True
900,738.0,1720165903600372768,True
901,739.0,1720165903636173312,True
902,740.0,1720165903669529600,True
903,741.0,1720165903700612498,True
